,Beer_name,ID_Nr,Price_SEK,Bottle,Volume_ml,Alcohol_content,Bitterness,Fullness,Sweetness,Kind,Color,Producer,Info,Link,APK,SEK_p_l
387,Zlatopramen,1604,18.4,True,500,0.048,6,6,2,Polotmavý,Rödbrun färg. ,Drinks Union ,"Maltig smak med inslag av mörk sirap, torkade dadlar, kavring, örter och knäck. Serveras vid 10-12°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/zlatopramen-160401,1.304,36.8
388,Zlatopramen,1582,17.4,True,500,0.049,7,7,2,Pilsner - tjeckisk stil,"Mörk, gul färg. ",Drinks Union ,"Maltig smak med inslag av knäck, aprikos, rågbröd och apelsin. Serveras vid 8-10°C till husmanskost.",https://www.systembolaget.se//dryck/ol/zlatopramen-158201,1.408,34.8
389,Zoller Hof Spezial Export,1233,22.9,True,330,0.05,6,6,1,Dortmunder och helles,Gul färg. ,Brauerei Zoller-Hof ,"Maltig smak med inslag av knäckebröd, honung, örter, aprikos och citrus. Serveras vid 8-10°C till rätter av fläsk- eller lammkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/zoller-hof-spezial-export-123303,0.721,69.4
390,Zwickel,1393,22.9,True,500,0.05,5,6,2,Övrigt,"Oklar, gul färg. ",Urban Chestnut Company Deutschland GmbH ,"Maltig smak med inslag av citron, surdegsbröd, kryddor och honung. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/zwickel-139301,1.092,45.8
391,Zywiec,1610,17.9,True,500,0.055999999999999994,4,5,1,Internationell stil,Gul färg. ,Zywiec ,"Brödig smak med inslag av honung, örter och citrus. Serveras vid 6-8°C som sällskapsdryck eller till rätter av fisk eller till ljust kött.",https://www.systembolaget.se//dryck/ol/zywiec-161001,1.564,35.8
392,Ängöl,1382,22.9,True,330,0.036000000000000004,2,4,1,Berliner weisse,Röd färg. ,Ängöl ,"Bärig, mycket syrlig smak med inslag av blåbär, körsbär, ljust bröd och lingon. Serveras vid 6-8°C som aperitif eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/angol-138203,0.519,69.4
393,Åbro Export,11438,9.9,False,330,0.053,5,5,2,Dortmunder och helles,"Mörk, gul färg. ",Åbro Bryggeri ,"Maltig smak med inslag av ljust bröd, honung och örter. Serveras vid 8-10°C till husmanskost eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/abro-export-1143812,1.767,30.0
394,Åbro Lejon,1444,12.9,False,330,0.059000000000000004,6,6,1,Internationell stil,Gul färg. ,Åbro Bryggeri ,"Brödig smak med inslag av honung, apelsin och örter. Serveras vid cirka 8°C som sällskapsdryck, eller till smakrika rätter av fisk, kyckling eller gris.",https://www.systembolaget.se//dryck/ol/abro-lejon-144412,1.509,39.1
395,Åbro Original,1411,9.9,False,330,0.052000000000000005,5,5,2,Internationell stil,Gul färg. ,Åbro Bryggeri ,"Maltig smak med inslag av knäckebröd, citrus och örter. Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller ljust kött.",https://www.systembolaget.se//dryck/ol/abro-original-141115,1.733,30.0
396,Åbro Original,1262,12.9,True,330,0.073,5,7,3,Starkare lager,"Mörk, gul färg. ",Åbro Bryggeri ,"Maltig smak med liten sötma, inslag av knäckebröd och honung. Serveras vid cirka 8°C till rätter av fläsk- eller lammkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/abro-original-126203,1.867,39.1
397,Åbro Original,1371,11.9,False,330,0.073,5,7,3,Starkare lager,"Mörk, gul färg. ",Åbro Bryggeri ,"Maltig smak med liten sötma, inslag av knäckebröd och honung. Serveras vid cirka 8°C till rätter av fläsk- eller lammkött, eller som sällskapsdryck.",https://www.systembolaget.se//dryck/ol/abro-original-137115,2.024,36.1
398,Åhus CIPA,81251,29.9,True,330,0.062,8,7,2,India pale ale (IPA),"Något oklar, mörk, gul färg. ",Åhus Brygg Fabrik ,"Humlearomatisk smak med tydlig beska, inslag av grapefrukt, ananas, honung och rosmarin. Serveras vid 8-10°C som sällskapsdryck, eller till rätter av lamm- och nötkött.",https://www.systembolaget.se//dryck/ol/ahus-cipa-8125103,0.684,90.6
